"","tweet number","date","word"
"1",1,"Nov 25","children"
"2",2,"Nov 25","from"
"3",3,"Nov 25","parents"
"4",4,"Nov 25","as"
"5",5,"Nov 25","did"
"6",6,"Nov 25","bush"
"7",7,"Nov 25","etc"
"8",8,"Nov 25","because"
"9",9,"Nov 25","that"
"10",10,"Nov 25","is"
"11",11,"Nov 25","the"
"12",12,"Nov 25","policy"
"13",13,"Nov 25","and"
"14",14,"Nov 25","law"
"15",15,"Nov 25","i"
"16",16,"Nov 25","tried"
"17",17,"Nov 25","to"
"18",18,"Nov 25","keep"
"19",19,"Nov 25","them"
"20",20,"Nov 25","together"
"21",21,"Nov 25","but"
"22",22,"Nov 25","the"
"23",23,"Nov 25","problem"
"24",24,"Nov 25","is"
"25",25,"Nov 25","when"
"26",26,"Nov 25","you"
"27",27,"Nov 25","do"
"28",28,"Nov 25","that"
"29",29,"Nov 25","vast"
"30",30,"Nov 25","numbers"
"31",31,"Nov 25","of"
"32",32,"Nov 25","additional"
"33",33,"Nov 25","people"
"34",34,"Nov 25","storm"
"35",35,"Nov 25","the"
"36",36,"Nov 25","border"
"37",37,"Nov 25","so"
"38",38,"Nov 25","with"
"39",39,"Nov 25","obama"
"40",40,"Nov 25","seperation"
"41",41,"Nov 25","is"
"42",42,"Nov 25","fine"
"43",43,"Nov 25","but"
"44",44,"Nov 25","with"
"45",45,"Nov 25","trump"
"46",46,"Nov 25","it’s"
"47",47,"Nov 25","not"
"48",48,"Nov 25","fake"
"49",49,"Nov 25","60"
"50",50,"Nov 25","minutes"
"51",51,"Nov 25","60minutes"
"52",52,"Nov 25","did"
"53",53,"Nov 25","a"
"54",54,"Nov 25","phony"
"55",55,"Nov 25","story"
"56",56,"Nov 25","about"
"57",57,"Nov 25","child"
"58",58,"Nov 25","separation"
"59",59,"Nov 25","when"
"60",60,"Nov 25","they"
"61",61,"Nov 25","know"
"62",62,"Nov 25","we"
"63",63,"Nov 25","had"
"64",64,"Nov 25","the"
"65",65,"Nov 25","exact"
"66",66,"Nov 25","same"
"67",67,"Nov 25","policy"
"68",68,"Nov 25","as"
"69",69,"Nov 25","the"
"70",70,"Nov 25","obama"
"71",71,"Nov 25","administration"
"72",72,"Nov 25","in"
"73",73,"Nov 25","fact"
"74",74,"Nov 25","a"
"75",75,"Nov 25","picture"
"76",76,"Nov 25","of"
"77",77,"Nov 25","children"
"78",78,"Nov 25","in"
"79",79,"Nov 25","jails"
"80",80,"Nov 25","was"
"81",81,"Nov 25","used"
"82",82,"Nov 25","by"
"83",83,"Nov 25","other"
"84",84,"Nov 25","fake"
"85",85,"Nov 25","media"
"86",86,"Nov 25","to"
"87",87,"Nov 25","show"
"88",88,"Nov 25","how"
"89",89,"Nov 25","bad"
"90",90,"Nov 25","cruel"
"91",91,"Nov 25","we"
"92",92,"Nov 25","are"
"93",93,"Nov 25","but"
"94",94,"Nov 25","it"
"95",95,"Nov 25","was"
"96",96,"Nov 25","in"
"97",97,"Nov 25","2014"
"98",98,"Nov 25","during"
"99",99,"Nov 25","o"
"100",100,"Nov 25","years"
"101",101,"Nov 25","obama"
"102",102,"Nov 25","separated"
"103",103,"Nov 25","clinton"
"104",104,"Nov 25","foundation"
"105",105,"Nov 25","donations"
"106",106,"Nov 25","drop"
"107",107,"Nov 25","42"
"108",108,"Nov 25","which"
"109",109,"Nov 25","shows"
"110",110,"Nov 25","that"
"111",111,"Nov 25","they"
"112",112,"Nov 25","illegally"
"113",113,"Nov 25","played"
"114",114,"Nov 25","the"
"115",115,"Nov 25","power"
"116",116,"Nov 25","game"
"117",117,"Nov 25","they"
"118",118,"Nov 25","monetized"
"119",119,"Nov 25","their"
"120",120,"Nov 25","political"
"121",121,"Nov 25","influence"
"122",122,"Nov 25","through"
"123",123,"Nov 25","the"
"124",124,"Nov 25","foundation"
"125",125,"Nov 25","during"
"126",126,"Nov 25","her"
"127",127,"Nov 25","tenure"
"128",128,"Nov 25","the"
"129",129,"Nov 25","state"
"130",130,"Nov 25","department"
"131",131,"Nov 25","was"
"132",132,"Nov 25","put"
"133",133,"Nov 25","in"
"134",134,"Nov 25","the"
"135",135,"Nov 25","service"
"136",136,"Nov 25","of"
"137",137,"Nov 25","the"
"138",138,"Nov 25","clinton"
"139",139,"Nov 25","foundation"
"140",140,"Nov 25","andrew"
"141",141,"Nov 25","mccarthy"
"142",142,"Nov 25","europe"
"143",143,"Nov 25","has"
"144",144,"Nov 25","to"
"145",145,"Nov 25","pay"
"146",146,"Nov 25","their"
"147",147,"Nov 25","fair"
"148",148,"Nov 25","share"
"149",149,"Nov 25","for"
"150",150,"Nov 25","military"
"151",151,"Nov 25","protection"
"152",152,"Nov 25","the"
"153",153,"Nov 25","european"
"154",154,"Nov 25","union"
"155",155,"Nov 25","for"
"156",156,"Nov 25","many"
"157",157,"Nov 25","years"
"158",158,"Nov 25","has"
"159",159,"Nov 25","taken"
"160",160,"Nov 25","advantage"
"161",161,"Nov 25","of"
"162",162,"Nov 25","us"
"163",163,"Nov 25","on"
"164",164,"Nov 25","trade"
"165",165,"Nov 25","and"
"166",166,"Nov 25","then"
"167",167,"Nov 25","they"
"168",168,"Nov 25","don’t"
"169",169,"Nov 25","live"
"170",170,"Nov 25","up"
"171",171,"Nov 25","to"
"172",172,"Nov 25","their"
"173",173,"Nov 25","military"
"174",174,"Nov 25","commitment"
"175",175,"Nov 25","through"
"176",176,"Nov 25","nato"
"177",177,"Nov 25","things"
"178",178,"Nov 25","must"
"179",179,"Nov 25","change"
"180",180,"Nov 25","fast"
"181",181,"Nov 25","general"
"182",182,"Nov 25","anthony"
"183",183,"Nov 25","tata"
"184",184,"Nov 25","president"
"185",185,"Nov 25","trump"
"186",186,"Nov 25","is"
"187",187,"Nov 25","a"
"188",188,"Nov 25","man"
"189",189,"Nov 25","of"
"190",190,"Nov 25","his"
"191",191,"Nov 25","word"
"192",192,"Nov 25","he"
"193",193,"Nov 25","said"
"194",194,"Nov 25","he"
"195",195,"Nov 25","was"
"196",196,"Nov 25","going"
"197",197,"Nov 25","to"
"198",198,"Nov 25","be"
"199",199,"Nov 25","tough"
"200",200,"Nov 25","on"
"201",201,"Nov 25","the"
"202",202,"Nov 25","border"
"203",203,"Nov 25","and"
"204",204,"Nov 25","he"
"205",205,"Nov 25","is"
"206",206,"Nov 25","tough"
"207",207,"Nov 25","on"
"208",208,"Nov 25","the"
"209",209,"Nov 25","border"
"210",210,"Nov 25","he"
"211",211,"Nov 25","has"
"212",212,"Nov 25","rightfully"
"213",213,"Nov 25","strengthened"
"214",214,"Nov 25","the"
"215",215,"Nov 25","border"
"216",216,"Nov 25","in"
"217",217,"Nov 25","the"
"218",218,"Nov 25","face"
"219",219,"Nov 25","of"
"220",220,"Nov 25","an"
"221",221,"Nov 25","unprecedented"
"222",222,"Nov 25","threat"
"223",223,"Nov 25","it’s"
"224",224,"Nov 25","the"
"225",225,"Nov 25","right"
"226",226,"Nov 25","move"
"227",227,"Nov 25","by"
"228",228,"Nov 25","president"
"229",229,"Nov 25","trump"
"230",230,"Nov 25","thanks"
"231",231,"Nov 25","general"
"232",232,"Nov 25","mississippi"
"233",233,"Nov 25","vote"
"234",234,"Nov 25","for"
"235",235,"Nov 25","cindyhydesmith"
"236",236,"Nov 25","on"
"237",237,"Nov 25","tuesday"
"238",238,"Nov 25","respected"
"239",239,"Nov 25","by"
"240",240,"Nov 25","all"
"241",241,"Nov 25","we"
"242",242,"Nov 25","need"
"243",243,"Nov 25","her"
"244",244,"Nov 25","in"
"245",245,"Nov 25","washington"
"246",246,"Nov 25","thanks"
"247",247,"Nov 25","so"
"248",248,"Nov 25","great"
"249",249,"Nov 25","that"
"250",250,"Nov 25","oil"
"251",251,"Nov 25","prices"
"252",252,"Nov 25","are"
"253",253,"Nov 25","falling"
"254",254,"Nov 25","thank"
"255",255,"Nov 25","you"
"256",256,"Nov 25","president"
"257",257,"Nov 25","t"
"258",258,"Nov 25","add"
"259",259,"Nov 25","that"
"260",260,"Nov 25","which"
"261",261,"Nov 25","is"
"262",262,"Nov 25","like"
"263",263,"Nov 25","a"
"264",264,"Nov 25","big"
"265",265,"Nov 25","tax"
"266",266,"Nov 25","cut"
"267",267,"Nov 25","to"
"268",268,"Nov 25","our"
"269",269,"Nov 25","other"
"270",270,"Nov 25","good"
"271",271,"Nov 25","economic"
"272",272,"Nov 25","news"
"273",273,"Nov 25","inflation"
"274",274,"Nov 25","down"
"275",275,"Nov 25","are"
"276",276,"Nov 25","you"
"277",277,"Nov 25","listening"
"278",278,"Nov 25","fed"
"279",279,"Nov 25","would"
"280",280,"Nov 25","be"
"281",281,"Nov 25","very"
"282",282,"Nov 25","smart"
"283",283,"Nov 25","if"
"284",284,"Nov 25","mexico"
"285",285,"Nov 25","would"
"286",286,"Nov 25","stop"
"287",287,"Nov 25","the"
"288",288,"Nov 25","caravans"
"289",289,"Nov 25","long"
"290",290,"Nov 25","before"
"291",291,"Nov 25","they"
"292",292,"Nov 25","get"
"293",293,"Nov 25","to"
"294",294,"Nov 25","our"
"295",295,"Nov 25","southern"
"296",296,"Nov 25","border"
"297",297,"Nov 25","or"
"298",298,"Nov 25","if"
"299",299,"Nov 25","originating"
"300",300,"Nov 25","countries"
"301",301,"Nov 25","would"
"302",302,"Nov 25","not"
"303",303,"Nov 25","let"
"304",304,"Nov 25","them"
"305",305,"Nov 25","form"
"306",306,"Nov 25","it"
"307",307,"Nov 25","is"
"308",308,"Nov 25","a"
"309",309,"Nov 25","way"
"310",310,"Nov 25","they"
"311",311,"Nov 25","get"
"312",312,"Nov 25","certain"
"313",313,"Nov 25","people"
"314",314,"Nov 25","out"
"315",315,"Nov 25","of"
"316",316,"Nov 25","their"
"317",317,"Nov 25","country"
"318",318,"Nov 25","and"
"319",319,"Nov 25","dump"
"320",320,"Nov 25","in"
"321",321,"Nov 25","u.s"
"322",322,"Nov 25","no"
"323",323,"Nov 25","longer"
"324",324,"Nov 25","dems"
"325",325,"Nov 25","created"
"326",326,"Nov 25","this"
"327",327,"Nov 25","problem"
"328",328,"Nov 25","no"
"329",329,"Nov 25","crossings"
"330",330,"Nov 25","the"
"331",331,"Nov 25","large"
"332",332,"Nov 25","and"
"333",333,"Nov 25","violent"
"334",334,"Nov 25","french"
"335",335,"Nov 25","protests"
"336",336,"Nov 25","don’t"
"337",337,"Nov 25","take"
"338",338,"Nov 25","into"
"339",339,"Nov 25","account"
"340",340,"Nov 25","how"
"341",341,"Nov 25","badly"
"342",342,"Nov 25","the"
"343",343,"Nov 25","united"
"344",344,"Nov 25","states"
"345",345,"Nov 25","has"
"346",346,"Nov 25","been"
"347",347,"Nov 25","treated"
"348",348,"Nov 25","on"
"349",349,"Nov 25","trade"
"350",350,"Nov 25","by"
"351",351,"Nov 25","the"
"352",352,"Nov 25","european"
"353",353,"Nov 25","union"
"354",354,"Nov 25","or"
"355",355,"Nov 25","on"
"356",356,"Nov 25","fair"
"357",357,"Nov 25","and"
"358",358,"Nov 25","reasonable"
"359",359,"Nov 25","payments"
"360",360,"Nov 25","for"
"361",361,"Nov 25","our"
"362",362,"Nov 25","great"
"363",363,"Nov 25","military"
"364",364,"Nov 25","protection"
"365",365,"Nov 25","both"
"366",366,"Nov 25","of"
"367",367,"Nov 25","these"
"368",368,"Nov 25","topics"
"369",369,"Nov 25","must"
"370",370,"Nov 25","be"
"371",371,"Nov 25","remedied"
"372",372,"Nov 25","soon"
"373",373,"Nov 25","i"
"374",374,"Nov 25","will"
"375",375,"Nov 25","be"
"376",376,"Nov 25","in"
"377",377,"Nov 25","gulfport"
"378",378,"Nov 25","and"
"379",379,"Nov 25","tupelo"
"380",380,"Nov 25","mississippi"
"381",381,"Nov 25","on"
"382",382,"Nov 25","monday"
"383",383,"Nov 25","night"
"384",384,"Nov 25","doing"
"385",385,"Nov 25","two"
"386",386,"Nov 25","rallies"
"387",387,"Nov 25","for"
"388",388,"Nov 25","senator"
"389",389,"Nov 25","hyde"
"390",390,"Nov 25","smith"
"391",391,"Nov 25","who"
"392",392,"Nov 25","has"
"393",393,"Nov 25","a"
"394",394,"Nov 25","very"
"395",395,"Nov 25","important"
"396",396,"Nov 25","election"
"397",397,"Nov 25","on"
"398",398,"Nov 25","tuesday"
"399",399,"Nov 25","she"
"400",400,"Nov 25","is"
"401",401,"Nov 25","an"
"402",402,"Nov 25","outstanding"
"403",403,"Nov 25","person"
"404",404,"Nov 25","who"
"405",405,"Nov 25","is"
"406",406,"Nov 25","strong"
"407",407,"Nov 25","on"
"408",408,"Nov 25","the"
"409",409,"Nov 25","border"
"410",410,"Nov 25","crime"
"411",411,"Nov 25","military"
"412",412,"Nov 25","our"
"413",413,"Nov 25","great"
"414",414,"Nov 25","vets"
"415",415,"Nov 25","healthcare"
"416",416,"Nov 25","the"
"417",417,"Nov 25","2nd"
"418",418,"Nov 25","a"
"419",419,"Nov 25","needed"
"420",420,"Nov 25","in"
"421",421,"Nov 25","d.c"
"422",422,"Nov 25","victor"
"423",423,"Nov 25","davis"
"424",424,"Nov 25","hanson"
"425",425,"Nov 25","was"
"426",426,"Nov 25","a"
"427",427,"Nov 25","very"
"428",428,"Nov 25","good"
"429",429,"Nov 25","and"
"430",430,"Nov 25","interesting"
"431",431,"Nov 25","guest"
"432",432,"Nov 25","of"
"433",433,"Nov 25","mark"
"434",434,"Nov 25","levin"
"435",435,"Nov 25","on"
"436",436,"Nov 25","foxnews"
"437",437,"Nov 25","he"
"438",438,"Nov 25","wrote"
"439",439,"Nov 25","a"
"440",440,"Nov 25","highly"
"441",441,"Nov 25","touted"
"442",442,"Nov 25","book"
"443",443,"Nov 25","called"
"444",444,"Nov 25","the"
"445",445,"Nov 25","second"
"446",446,"Nov 25","world"
"447",447,"Nov 25","wars"
"448",448,"Nov 25","and"
"449",449,"Nov 25","a"
"450",450,"Nov 25","new"
"451",451,"Nov 25","book"
"452",452,"Nov 25","will"
"453",453,"Nov 25","soon"
"454",454,"Nov 25","be"
"455",455,"Nov 25","coming"
"456",456,"Nov 25","out"
"457",457,"Nov 25","called"
"458",458,"Nov 25","the"
"459",459,"Nov 25","case"
"460",460,"Nov 25","for"
"461",461,"Nov 25","trump"
"462",462,"Nov 25","recommend"
"463",463,"Nov 25","both"
"464",464,"Nov 25","marklevinshow"
"465",465,"Nov 24","all"
"466",466,"Nov 24","will"
"467",467,"Nov 24","stay"
"468",468,"Nov 24","in"
"469",469,"Nov 24","mexico"
"470",470,"Nov 24","if"
"471",471,"Nov 24","for"
"472",472,"Nov 24","any"
"473",473,"Nov 24","reason"
"474",474,"Nov 24","it"
"475",475,"Nov 24","becomes"
"476",476,"Nov 24","necessary"
"477",477,"Nov 24","we"
"478",478,"Nov 24","will"
"479",479,"Nov 24","close"
"480",480,"Nov 24","our"
"481",481,"Nov 24","southern"
"482",482,"Nov 24","border"
"483",483,"Nov 24","there"
"484",484,"Nov 24","is"
"485",485,"Nov 24","no"
"486",486,"Nov 24","way"
"487",487,"Nov 24","that"
"488",488,"Nov 24","the"
"489",489,"Nov 24","united"
"490",490,"Nov 24","states"
"491",491,"Nov 24","will"
"492",492,"Nov 24","after"
"493",493,"Nov 24","decades"
"494",494,"Nov 24","of"
"495",495,"Nov 24","abuse"
"496",496,"Nov 24","put"
"497",497,"Nov 24","up"
"498",498,"Nov 24","with"
"499",499,"Nov 24","this"
"500",500,"Nov 24","costly"
"501",501,"Nov 24","and"
"502",502,"Nov 24","dangerous"
"503",503,"Nov 24","situation"
"504",504,"Nov 24","anymore"
"505",505,"Nov 24","migrants"
"506",506,"Nov 24","at"
"507",507,"Nov 24","the"
"508",508,"Nov 24","southern"
"509",509,"Nov 24","border"
"510",510,"Nov 24","will"
"511",511,"Nov 24","not"
"512",512,"Nov 24","be"
"513",513,"Nov 24","allowed"
"514",514,"Nov 24","into"
"515",515,"Nov 24","the"
"516",516,"Nov 24","united"
"517",517,"Nov 24","states"
"518",518,"Nov 24","until"
"519",519,"Nov 24","their"
"520",520,"Nov 24","claims"
"521",521,"Nov 24","are"
"522",522,"Nov 24","individually"
"523",523,"Nov 24","approved"
"524",524,"Nov 24","in"
"525",525,"Nov 24","court"
"526",526,"Nov 24","we"
"527",527,"Nov 24","only"
"528",528,"Nov 24","will"
"529",529,"Nov 24","allow"
"530",530,"Nov 24","those"
"531",531,"Nov 24","who"
"532",532,"Nov 24","come"
"533",533,"Nov 24","into"
"534",534,"Nov 24","our"
"535",535,"Nov 24","country"
"536",536,"Nov 24","legally"
"537",537,"Nov 24","other"
"538",538,"Nov 24","than"
"539",539,"Nov 24","that"
"540",540,"Nov 24","our"
"541",541,"Nov 24","very"
"542",542,"Nov 24","strong"
"543",543,"Nov 24","policy"
"544",544,"Nov 24","is"
"545",545,"Nov 24","catch"
"546",546,"Nov 24","and"
"547",547,"Nov 24","detain"
"548",548,"Nov 24","no"
"549",549,"Nov 24","releasing"
"550",550,"Nov 24","into"
"551",551,"Nov 24","the"
"552",552,"Nov 24","u.s"
"553",553,"Nov 24","small"
"554",554,"Nov 24","business"
"555",555,"Nov 24","saturday"
"556",556,"Nov 24","has"
"557",557,"Nov 24","become"
"558",558,"Nov 24","a"
"559",559,"Nov 24","staple"
"560",560,"Nov 24","of"
"561",561,"Nov 24","the"
"562",562,"Nov 24","post"
"563",563,"Nov 24","thanksgiving"
"564",564,"Nov 24","shopping"
"565",565,"Nov 24","weekend"
"566",566,"Nov 24","this"
"567",567,"Nov 24","year"
"568",568,"Nov 24","small"
"569",569,"Nov 24","business"
"570",570,"Nov 24","saturday"
"571",571,"Nov 24","has"
"572",572,"Nov 24","the"
"573",573,"Nov 24","potential"
"574",574,"Nov 24","to"
"575",575,"Nov 24","be"
"576",576,"Nov 24","even"
"577",577,"Nov 24","greater"
"578",578,"Nov 24","sbalinda"
"579",579,"Nov 24","writes"
"580",580,"Nov 24","the"
"581",581,"Nov 24","reason"
"582",582,"Nov 24","a"
"583",583,"Nov 24","strong"
"584",584,"Nov 24","economy"
"585",585,"Nov 24","and"
"586",586,"Nov 24","record"
"587",587,"Nov 24","level"
"588",588,"Nov 24","consumer"
"589",589,"Nov 24","optimism"
"590",590,"Nov 24","http"
"591",591,"Nov 24","45"
"592",592,"Nov 24","wh.gov"
"593",593,"Nov 24","ia9aoy"
"594",594,"Nov 19","the"
"595",595,"Nov 19","fake"
"596",596,"Nov 19","news"
"597",597,"Nov 19","is"
"598",598,"Nov 19","showing"
"599",599,"Nov 19","old"
"600",600,"Nov 19","footage"
"601",601,"Nov 19","of"
"602",602,"Nov 19","people"
"603",603,"Nov 19","climbing"
"604",604,"Nov 19","over"
"605",605,"Nov 19","our"
"606",606,"Nov 19","ocean"
"607",607,"Nov 19","area"
"608",608,"Nov 19","fence"
"609",609,"Nov 19","this"
"610",610,"Nov 19","is"
"611",611,"Nov 19","what"
"612",612,"Nov 19","it"
"613",613,"Nov 19","really"
"614",614,"Nov 19","looks"
"615",615,"Nov 19","like"
"616",616,"Nov 19","no"
"617",617,"Nov 19","climbers"
"618",618,"Nov 19","anymore"
"619",619,"Nov 19","under"
"620",620,"Nov 19","our"
"621",621,"Nov 19","administration"
"622",622,"Nov 19","pic.twitter.com"
"623",623,"Nov 19","cd4ltrepml"
"624",624,"Nov 23","i"
"625",625,"Nov 23","am"
"626",626,"Nov 23","extremely"
"627",627,"Nov 23","happy"
"628",628,"Nov 23","and"
"629",629,"Nov 23","proud"
"630",630,"Nov 23","of"
"631",631,"Nov 23","the"
"632",632,"Nov 23","job"
"633",633,"Nov 23","being"
"634",634,"Nov 23","done"
"635",635,"Nov 23","by"
"636",636,"Nov 23","ustreasury"
"637",637,"Nov 23","secretary"
"638",638,"Nov 23","stevenmnuchin1"
"639",639,"Nov 23","the"
"640",640,"Nov 23","fake"
"641",641,"Nov 23","news"
"642",642,"Nov 23","likes"
"643",643,"Nov 23","to"
"644",644,"Nov 23","write"
"645",645,"Nov 23","stories"
"646",646,"Nov 23","to"
"647",647,"Nov 23","the"
"648",648,"Nov 23","contrary"
"649",649,"Nov 23","quoting"
"650",650,"Nov 23","phony"
"651",651,"Nov 23","sources"
"652",652,"Nov 23","or"
"653",653,"Nov 23","jealous"
"654",654,"Nov 23","people"
"655",655,"Nov 23","but"
"656",656,"Nov 23","they"
"657",657,"Nov 23","aren’t"
"658",658,"Nov 23","true"
"659",659,"Nov 23","they"
"660",660,"Nov 23","never"
"661",661,"Nov 23","like"
"662",662,"Nov 23","to"
"663",663,"Nov 23","ask"
"664",664,"Nov 23","me"
"665",665,"Nov 23","for"
"666",666,"Nov 23","a"
"667",667,"Nov 23","quote"
"668",668,"Nov 23","b"
"669",669,"Nov 23","c"
"670",670,"Nov 23","it"
"671",671,"Nov 23","would"
"672",672,"Nov 23","kill"
"673",673,"Nov 23","their"
"674",674,"Nov 23","story"
"675",675,"Nov 23","really"
"676",676,"Nov 23","good"
"677",677,"Nov 23","criminal"
"678",678,"Nov 23","justice"
"679",679,"Nov 23","reform"
"680",680,"Nov 23","has"
"681",681,"Nov 23","a"
"682",682,"Nov 23","true"
"683",683,"Nov 23","shot"
"684",684,"Nov 23","at"
"685",685,"Nov 23","major"
"686",686,"Nov 23","bipartisan"
"687",687,"Nov 23","support"
"688",688,"Nov 23","senatemajldr"
"689",689,"Nov 23","mitch"
"690",690,"Nov 23","mcconnell"
"691",691,"Nov 23","and"
"692",692,"Nov 23","senschumer"
"693",693,"Nov 23","have"
"694",694,"Nov 23","a"
"695",695,"Nov 23","real"
"696",696,"Nov 23","chance"
"697",697,"Nov 23","to"
"698",698,"Nov 23","do"
"699",699,"Nov 23","something"
"700",700,"Nov 23","so"
"701",701,"Nov 23","badly"
"702",702,"Nov 23","needed"
"703",703,"Nov 23","in"
"704",704,"Nov 23","our"
"705",705,"Nov 23","country"
"706",706,"Nov 23","already"
"707",707,"Nov 23","passed"
"708",708,"Nov 23","with"
"709",709,"Nov 23","big"
"710",710,"Nov 23","vote"
"711",711,"Nov 23","in"
"712",712,"Nov 23","house"
"713",713,"Nov 23","would"
"714",714,"Nov 23","be"
"715",715,"Nov 23","a"
"716",716,"Nov 23","major"
"717",717,"Nov 23","victory"
"718",718,"Nov 23","for"
"719",719,"Nov 23","all"
"720",720,"Nov 23","republicans"
"721",721,"Nov 23","and"
"722",722,"Nov 23","democrats"
"723",723,"Nov 23","must"
"724",724,"Nov 23","come"
"725",725,"Nov 23","together"
"726",726,"Nov 23","finally"
"727",727,"Nov 23","with"
"728",728,"Nov 23","a"
"729",729,"Nov 23","major"
"730",730,"Nov 23","border"
"731",731,"Nov 23","security"
"732",732,"Nov 23","package"
"733",733,"Nov 23","which"
"734",734,"Nov 23","will"
"735",735,"Nov 23","include"
"736",736,"Nov 23","funding"
"737",737,"Nov 23","for"
"738",738,"Nov 23","the"
"739",739,"Nov 23","wall"
"740",740,"Nov 23","after"
"741",741,"Nov 23","40"
"742",742,"Nov 23","years"
"743",743,"Nov 23","of"
"744",744,"Nov 23","talk"
"745",745,"Nov 23","it"
"746",746,"Nov 23","is"
"747",747,"Nov 23","finally"
"748",748,"Nov 23","time"
"749",749,"Nov 23","for"
"750",750,"Nov 23","action"
"751",751,"Nov 23","fix"
"752",752,"Nov 23","the"
"753",753,"Nov 23","border"
"754",754,"Nov 23","for"
"755",755,"Nov 23","once"
"756",756,"Nov 23","and"
"757",757,"Nov 23","for"
"758",758,"Nov 23","all"
"759",759,"Nov 23","now"
"760",760,"Nov 22","our"
"761",761,"Nov 22","highly"
"762",762,"Nov 22","trained"
"763",763,"Nov 22","security"
"764",764,"Nov 22","professionals"
"765",765,"Nov 22","are"
"766",766,"Nov 22","not"
"767",767,"Nov 22","allowed"
"768",768,"Nov 22","to"
"769",769,"Nov 22","do"
"770",770,"Nov 22","their"
"771",771,"Nov 22","job"
"772",772,"Nov 22","on"
"773",773,"Nov 22","the"
"774",774,"Nov 22","border"
"775",775,"Nov 22","because"
"776",776,"Nov 22","of"
"777",777,"Nov 22","the"
"778",778,"Nov 22","judicial"
"779",779,"Nov 22","activism"
"780",780,"Nov 22","and"
"781",781,"Nov 22","interference"
"782",782,"Nov 22","by"
"783",783,"Nov 22","the"
"784",784,"Nov 22","9th"
"785",785,"Nov 22","circuit"
"786",786,"Nov 22","nevertheless"
"787",787,"Nov 22","they"
"788",788,"Nov 22","are"
"789",789,"Nov 22","working"
"790",790,"Nov 22","hard"
"791",791,"Nov 22","to"
"792",792,"Nov 22","make"
"793",793,"Nov 22","america"
"794",794,"Nov 22","a"
"795",795,"Nov 22","safer"
"796",796,"Nov 22","place"
"797",797,"Nov 22","though"
"798",798,"Nov 22","hard"
"799",799,"Nov 22","to"
"800",800,"Nov 22","do"
"801",801,"Nov 22","when"
"802",802,"Nov 22","anybody"
"803",803,"Nov 22","filing"
"804",804,"Nov 22","a"
"805",805,"Nov 22","lawsuit"
"806",806,"Nov 22","wins"
"807",807,"Nov 22","this"
"808",808,"Nov 22","is"
"809",809,"Nov 22","the"
"810",810,"Nov 22","coldest"
"811",811,"Nov 22","weather"
"812",812,"Nov 22","in"
"813",813,"Nov 22","the"
"814",814,"Nov 22","history"
"815",815,"Nov 22","of"
"816",816,"Nov 22","the"
"817",817,"Nov 22","thanksgiving"
"818",818,"Nov 22","day"
"819",819,"Nov 22","parade"
"820",820,"Nov 22","in"
"821",821,"Nov 22","nyc"
"822",822,"Nov 22","and"
"823",823,"Nov 22","one"
"824",824,"Nov 22","of"
"825",825,"Nov 22","the"
"826",826,"Nov 22","coldest"
"827",827,"Nov 22","thanksgivings"
"828",828,"Nov 22","on"
"829",829,"Nov 22","record"
"830",830,"Nov 22","pic.twitter.com"
"831",831,"Nov 22","y4chcfedke"
"832",832,"Nov 22","will"
"833",833,"Nov 22","be"
"834",834,"Nov 22","speaking"
"835",835,"Nov 22","with"
"836",836,"Nov 22","our"
"837",837,"Nov 22","great"
"838",838,"Nov 22","military"
"839",839,"Nov 22","in"
"840",840,"Nov 22","different"
"841",841,"Nov 22","parts"
"842",842,"Nov 22","of"
"843",843,"Nov 22","the"
"844",844,"Nov 22","world"
"845",845,"Nov 22","through"
"846",846,"Nov 22","teleconference"
"847",847,"Nov 22","at"
"848",848,"Nov 22","9"
"849",849,"Nov 22","00"
"850",850,"Nov 22","a.m"
"851",851,"Nov 22","eastern"
"852",852,"Nov 22","then"
"853",853,"Nov 22","it"
"854",854,"Nov 22","will"
"855",855,"Nov 22","be"
"856",856,"Nov 22","off"
"857",857,"Nov 22","to"
"858",858,"Nov 22","see"
"859",859,"Nov 22","our"
"860",860,"Nov 22","coast"
"861",861,"Nov 22","guard"
"862",862,"Nov 22","patriots"
"863",863,"Nov 22","to"
"864",864,"Nov 22","thank"
"865",865,"Nov 22","them"
"866",866,"Nov 22","for"
"867",867,"Nov 22","the"
"868",868,"Nov 22","great"
"869",869,"Nov 22","job"
"870",870,"Nov 22","they"
"871",871,"Nov 22","have"
"872",872,"Nov 22","been"
"873",873,"Nov 22","doing"
"874",874,"Nov 22","especially"
"875",875,"Nov 22","with"
"876",876,"Nov 22","the"
"877",877,"Nov 22","hurricanes"
"878",878,"Nov 22","happy"
"879",879,"Nov 22","thanksgiving"
"880",880,"Nov 22","and"
"881",881,"Nov 22","safety"
"882",882,"Nov 22","at"
"883",883,"Nov 22","the"
"884",884,"Nov 22","border"
"885",885,"Nov 22","or"
"886",886,"Nov 22","anywhere"
"887",887,"Nov 22","else"
"888",888,"Nov 22","they"
"889",889,"Nov 22","know"
"890",890,"Nov 22","nothing"
"891",891,"Nov 22","about"
"892",892,"Nov 22","it"
"893",893,"Nov 22","and"
"894",894,"Nov 22","are"
"895",895,"Nov 22","making"
"896",896,"Nov 22","our"
"897",897,"Nov 22","country"
"898",898,"Nov 22","unsafe"
"899",899,"Nov 22","our"
